abstract,label
"This article considers whether political science should abandon the subfields of American politics, comparative politics, and international relations (IR), for new subfields of conflict, political economy, institutions, and behavior. The focus here is whether the field should abandon IR. The article lays out the arguments in favor of abandoning IR, describing scholarly trends that cross conventional subfield lines and are pushing to dissolve IR. Next, it argues that the costs of abandoning IR exceed the benefits, as new subfield divisions would remove some artificial walls but create new ones. Abandoning IR might undermine objective theory testing, would disadvantage the study of international system and structure, and would undermine the ability of political science to inform foreign policy debates. The article concludes by recommending that the field keep IR and its current subfield boundaries but that the walls between subfields should be kept low and porous.",political_science
"In the field of international political economy, workers are commonly analyzed as objects of global economic forces whose fate is determined by the profit-seeking behaviors of firms and governments. Workers, however, can also assert themselves to protect their rights, and they can emigrate to other countries to find employment. We analyze the literature on the nexus between the international economy and labor with a focus on workers on both the receiving and originating ends of global finance. Beginning with workers as inputs in multinational production, we explore the roles of economic openness, factor endowments, government policy, and unionization as drivers of workers' rights. We then shift to workers as migrant labor and explore the impact of migrants' own cross-border financial transfers—also known as remittances—on political outcomes in their home countries. Our overview not only highlights tremendous progress in explaining the agency and vulnerability of labor in the global economy but also reveals significant weaknesses in recent research, especially a mismatch between micro-level theorizing and macro-level data analysis.",political_science
"Does democracy matter for normatively desirable outcomes? We survey results from 1,100 cross-country analyses drawn from 600 journal articles published after the year 2000. These analyses are conducted on 30 distinct outcomes pertaining to social policy, economic policy, citizenship and human rights, military and criminal justice, and overall governance. Across these diverse outcomes, most studies report either a positive or null relationship with democracy. However, there is evidence of threshold bias, suggesting that reported findings may reflect a somewhat exaggerated image of democracy's effects. Additionally, democratic effects are more likely to be found for outcomes that are easily attained than for those that lie beyond the reach of government but are often of great normative importance. We also find that outcomes measured by subjective indicators show a stronger positive relationship with democracy than outcomes that are measured or proxied by more objective indicators.",political_science
"Contemporary politics is noteworthy for its emotional character. Emotions shape and, in turn, are elicited by partisan polarization, public opinion, and political attitudes. In this article, we outline recent work in the field of emotion and politics with an emphasis on the relationship between emotion and polarization, issue attitudes, information processing, and views on democratic governance. We also highlight a growing body of scholarship that examines the racial and gender differences in emotion's ability to affect political behavior. We conclude with a discussion of unaddressed questions and suggestions for future directions for scholars working in this area of growing importance.",political_science
"Apart from some notable exceptions, education is regrettably understudied in comparative politics. This paucity stems from both a dearth of reliable data on schooling and the fact that education raises analytical issues that fall outside the typical domain of political scientists. In light of education's crucial role in everything from citizen attitudes to earnings to economic growth, we recommend that political scientists pay more attention to education. In particular, comparative researchers should shift from an almost exclusive focus on average levels of schooling to explaining the causes and consequences of educational inequality. To that end, we provide a broad comparative framework for analyzing the politics of education. In our formulation, skill-biased technological change and factor endowments condition the extent to which firms demand human capital. The supply of skills is a function of the interests and institutions that link voters and politicians. We conclude by positing theoretical and empirical puzzles for future research.",political_science
"Owning a house is the most important economic choice most families will ever make. Yet, our understanding of the political causes and consequences of homeownership is rather thin. This review argues that political scientists need to take housing much more seriously, not least because of the unprecedented surges and collapses of house prices over the past two decades. The housing market is both a proxy for and a cause of growing social cleavages that shape how citizens view political issues from the size of the welfare state to the attractiveness of populist campaigns. The article begins by re-examining classic work on property from the nineteenth century as a still-relevant guide to the winners and losers from property market shocks and regulations. It then turns to the postwar era and work that suggests that the welfare state and property ownership are in some sense substitutes. It concludes by examining the role housing plays in shaping contemporary political preferences, both as a direct measure of individuals' wealth and welfare and as a proxy for the relative fortunes of different places.",political_science
"Although understanding the role of race, ethnicity, and identity is central to political science, methodological debates persist about whether it is possible to estimate the effect of something immutable. At the heart of the debate is an older theoretical question: Is race best understood under an essentialist or constructivist framework? In contrast to the “immutable characteristics” or essentialist approach, we argue that race should be operationalized as a “bundle of sticks” that can be disaggregated into elements. With elements of race, causal claims may be possible using two designs: (a) studies that measure the effect of exposure to a racial cue and (b) studies that exploit within-group variation to measure the effect of some manipulable element. These designs can reconcile scholarship on race and causation and offer a clear framework for future research.",political_science
"The failure to anticipate the collapse of communist one-party systems stands in striking contrast to the determinism of retrospective accounts. This essay reviews accounts of the decay and breakdown of one-party systems in order to uncover the causes behind political science's inability to both anticipate these developments and provide satisfactory explanations. These causes include the deterministic character of most accounts, the absence of a theory of single-party rule, the absence or misspecification of causal links between the major building blocks of the arguments put forth, and the analytic conflation of decay and breakdown. Understanding the decay and breakdown of one-party systems requires a methodologically conscious distinction between these two processes and a specification of their links (and the links between the variables affecting each process), grounded in a theory of single-party rule.",political_science
"Political science traditionally has either ignored biology in favor of purely environmental explanations for political phenomena or merely ruminated about the likely role of biology, leaving data-based research on biopolitics in dangerously short supply. Currently, attention to the apparent genetic basis for political and social orientations holds the greatest promise of advancing empirical biopolitics. Thus, in this essay, we orient behavior genetics research in the larger framework of biology and politics, confront its normative implications, describe the techniques involved, assess the strengths and weaknesses of commonly employed data and procedures, and describe the next steps in this research stream. Because these next steps involve molecular genetic work, we provide some background genetic information, but we mainly urge political scientists to join interdisciplinary teams so that nature and nurture can both be employed in ongoing efforts to understand the sources of mass-scale human politics.",political_science
"As the World Trade Organization (WTO) begins its third decade, its future is uncertain. The initial expectation that the WTO would be the fulcrum for future international trade agreements has not been met. At best, its tenure has had mixed results. This review addresses the political consequences of WTO membership, focusing on the rules and norms of the regime and why they have become less functional over time; looks at the effectiveness of the WTO and the dispute settlement system in encouraging trade and compliance with agreements; and offers some general thoughts on the impact of shifting mass opinion on the virtue of trade agreements and other stumbling blocks the WTO faces.",political_science
